polarity,text
1,@glodowg Good to hear.  I'm running a little behind this morning... and I still have to pick up one thing for the kids' craft at WM!  
0,gahhh hiccups 
0,@JayNewell answer was a big fat no  only got in 345. Shattered man. Good result. U guys getting on it homie?
1,"@crochetgal thank you!  and yes, I can't wait to finish it so I can post pics!  I'll let you know "
1,"Just woke up to a pile of mail, including pride and prejudice and zombies and pride and prejudice bbc     i... http://tinyurl.com/l2uraq"
1,"Bedtime, goodnight everyone!! Bunch of cleaning in the morning "
0,"got a history assesment due in 3 days, havent started yet  im f*#!$"
1,is watching tv with the family 
0,trying to come up with my business plan. its hard juggling school and work. 
1,Have a good day at work @BeauteousNay!!!  @MzPreMadonna why u aint lemme know u made it home safe whore!? Lol.
1,Here we go again  #musicmonday
1,if you are not a senior i cannot talk to you today 
1,"hm. Just found my phone in a pile of things, nada importanto. "
1,listening to the Twilight soundtrack 
0,"@joshmadden Sh!t son, I regret not attending "
1,writing my first tweet  
1,is getting a Twitter!!!! haha and thinking about cheese but than when am I not lol 
0,@krystalskye i cant download 6.0 becasue there is no 6.0 and when i clik 6.1 it says i need 6.0 too  
1,Hoping #WolframAlpha will make life much easier 
0,@Gunslinger16 why r u happy it's gonna ran 4eva?!?! u sick freak!!!! LMAO  not lookin 4ward 2 all the rain at all... 
1,@JonathanRKnight i should try it sometime. have a major headache right now &amp; would love to fall asleep! 
0,@ivanwantspeace i am slightly jealous  haha.  i want sunflowers and brownies. lucky bitch haha
0,does NOT want to go to Wal-Mart 
0,THINGS STILL THE SAME HOPE THEY CHANGE SOON =[ FRUSTRATED OUTTA MY MIND  WHAT AM I TO DO????
0,@Kaela_boo  I miss u already! It's going to be terribly lonely without you 
0,Am I the only person here that doesn't have an Iphone??? 
0,All this technology around me and I still feel lonely. 
0,"@alistaircalder Me and my creative director laughed a little, IE was able to read the code properly when FF cant ! "
1,@peterpetoo There are 24 bits...I know the first line perfectly 
0,"Beautiful red sunset over #HongKong, but it matches the forecasted rain over the week. "
1,@jordaaaannnn but i'd love my gay man friend even if he had no sense of style 
1,Just got back from antique market 
0,Why am I still out ? 
0,@stephaniecea what are u doing !!!!!!!! Just come back to sac !!! 
0,"every single bone in my left hand just popped, owww.  haha"
0,Why can't I fall asleep?!!! Not happy right now 
0,Watching Family Guy...waiting for Sean to get hurr. Want to sleep but want to cuddle first! 
1,had a good chat on the phone with @patg I miss you! 
1,"Sorry all, I meant twards . Sometimes it helps to screen ones tweets, but then what fun would that be "
0,not looking good for FNM tickets 
1,"Final score in scrabble: Jon 197, Josh 148, David 103 with a couple questionable words by the winner in dispute "
1,Maybe I'd like some fleetwood mac or bee gees  http://myloc.me/283N
1,@neupas just found out @dwighthoward is on twitter too  thought you might be interested!
0,Grr i want to keep reading but if i do i wont have anything left to read 
0,Last night in FL  watching the game then bed.. Up at 430 uuugh
0,@lindawmn Don't have any; we're in a hotel. 
1,@crazylegz yo~ dancing queen 
1,"woa long time no twitter. it was because i got the flue or how the hell you say that in english, nothing special happenend. move along "
0,"Ugh!!! Got sick last night, tummys upset, freezing then sweating ...  not good."
0,Just watched the Angels and Demons movie.. they didn't show the Illuminati Diamond 
0,It sucks having a empty home  I'm all alone.
1,yat again work up early. not impressed. had a fun day yesterday wine tasting in cambridgeshire countryside 
1,"@e_anderson  Hey There buddy, Great music to Wake Up too  Hope your doing alright"
1,"@thehermitage  I hope you have somewhere beautiful to stay, to make the most of what is shaping up to be a glorious summer "
0,ok im home safe now....YEAHHHHHHH.....Where did the sunshine gooo  
0,"@Sbuxblaze I can't continue the other one, they won't allow me to sell items. "
1,@essapamandanan cool! i always work out at home. i don't do gym memberships  so i manage my own exercisin sched. lol 
0,I wish I was able to watch the game 
1,Okay! We're seeing a TTtrend here  We're gonna talk to THE BOSS!! 
1,@vickybonnett lmao! Well thanks for that!! Hope ur day is great as well. 
1,@hostelmana we are working on an update to the Viigo bar that will take less screen estate and will allow you to hide it optionally 
1,@lightning1433 Thanks for that 
1,@larrycincy  We met at Red Robin up in Union Ctr.  Missed the parking lot issues 
0,"@pinkksoupp nope.. no apple.. they have cinnamon, pecan and vanilla though.. can't find 'em here  we'll just have to make our own!"
0,"@Jbofficalfans  omg, ur so lucky! here in mexico they dont even know that the JONAS will have a serie on DC!  not fair"
0,@lucyyhale oh i know when i was voting i was like were is wizards???? it sucks 
1,@cookiemonster82 It most definitely is 
0,I'm bored at the dr's office for my mommy. And I miss my jeremy. He works far away now. 
0,@Voldymort ooc: Sigh. Im so bummed though. 
1,I just asked my sister if she liked adtr and she said &quot;their new album homesick is awesome! I love the first song!&quot; 
0,@mvanduyne haha that's gross haha I'm not playing jack afterall.  It blows 
0,Aimee's gone.....again 
0,Last one on the bus  long walk home!
0,studying for finals starts now. 
1,@carlaaslan tho the majority of the time they didn't make much sense lol  p.s my favourite instrument was the wooden drum block 
0,missed my tatay... hes n heaven now.. happy fathers day tatay.. love you alwys.. 
0,@Youdoo argh  where did you order it from?
0,@shawn_slh Will you be at bookstore again today? Never got there last night  #STC09
0,Back to work. I am totally unhappy about being awake this early. 
1,"just saw Terminator, it was really good.  I can't wait to see Angels and Demons with Chloe in a week "
1,"perfect weather to watch dvds...  I'm starting with the oc, 3rd season! &lt;333333"
0,Is too exhausted to fall asleep. How lame. 
1,missin' this morning #sprinsteentalktomcfly 
0,watching food network and myspacing wishing a chef would make me some mexically foodizzle. mehhh 
1,"@lingmops When I do it, it's very clever. Even when it's very stupid. "
1,"@pogmothoin Yeah, well I'm not going to Austin this week. "
0,R.I.P Elvio Im Goin 2 miss u sooo much. Love u Primo 
1,"@kg86 Enjoying wynad? Good, good. "
1,"Cooling face mask, green tea and a good book! "
0,just lost basketball  but won school soccer yay!!!
0,clumsy me!  freshly bruise just form on my hand. ouch*
0,"@jemistry mine too, and i guess if you like barcelona then you don't like chelsea too much, especially drogba  haha"
1,"@SharonHayes I'm doing well, thank you! Have a great day! "
1,@BunnyBridget ...well a whole one is 400 calories so half would be 200...hope that helps..  besides i am sure it was worth it..yummy ~
1,@Dirk_Shearer Who said anything about beer? I'm talking whiskey and rum.  But no you can't have my Guinness either.
1,@JENSTEPHENS Hope you feel better soon. It'd be nice to hear from you sometime. I like to hear about your adventures. 
1,@Lil_MsSunshine Thanks. 
0,@Jessie_Lou_Fyi oooh no they melted AGAIN!!  lol naa.. cant be GA has to be hotter.... 
0,the mtv awards are ridiculous... i'm turning them off .. two thumbs down  
0,just got to my dads house for the weekend........bored so far  
0,Friend just Texted me from the New Yankee Stadium...she loves it and hates it all in one! Feels like she's in a different city. 
1,"@jovanevery it's too easy to get caught up in the design, I know that.  That's also where Ron gets stuck."
0,"at  Skyview Lounge in Changi Singapore Airport, i checked in 6 hours earlier ,nothing to do    is so boaring to wait"
1,@bitter_cherry Nice to meet you Jessica 
1,"@sireneatspoetry ...and I mean that warmly, w/o sarcasm or grit.  ciao."
0,Prays for all the oppressed people in Iran 
0,ubertwitter updates MY posts and EVERYONE's posts it just wont update my friends posts  the twitter Gods are against me and I'm bout to b
0,homw need good weatr for tomoral so that i can go the the bach with a hottie that is gay  but hot lol and kidda likes me lol random
0,@isilwenlinwelin i am public and can't get anyone to follow me 
0,@AppStoreMod I don't know  And I don't want to ask him because I think that would be selfish.
1,@cindypon I just joined!  http://bit.ly/9lb6m
0,"PS: I have exams end June/beginning July. Crazy? YES! Cruel? Definitely! Optional? No...  Well, at least I don't need a high mark to pass."
1,@LovatoFans it was actually storming here last night =S it wasn't that bad though 
1,I am trying to sort things out with my Gmail account 
1,ummm... well pray for my mom pleeez! kinda awkward to ask.. but if u can.. well thx! God Bless All! 
0,Failing my stats class  well dangerously close  Meghan Rose &lt;3
1,"@alexmazilu wtf is that, dude? "
1,@POsurvivor Thankyou so much! 
1,mall shopping 
0,"The new Dr Pepper commercial with 'Dre' is ridiculous... It kinda pissed me off, I prolly just need a smoke  - http://bkite.com/084Jz"
1,Kickin it with the Cap'n. Homework filled weekend. Nick's B-Day dinner at Melting-Pot tomorrow  http://twitpic.com/67bph
0,omg im at school...here we go again 
0,Just got to our hotel in Hershey PA. Somehow my bags decided to stay in DC at our layover  so going to hopefully get it by tomorrow...
0,"just had a phone call with amy, spoke civily its all good ... going to watch E! News now ... someone pissed on my bed at my mums ahaha "
1,its gunna be my b'day soon cant wait...woot...woot 
1,"Happy Birthday, Joey! muah &lt;3! "
1,@christianaty Cheer up. 
0,@_caturday heh. we just hired an &quot;actually&quot; today..  sigh.
1,@Talinda LOVE THIS SHOW! Instant addiction 
1,Woke up very early this morning... just to go horseback riding  @ the forest 
0,just checked my tomato plant...nothing ripe yet     ....but my roses are AAAMAZING!
1,"morning all, just checking tweets and waiting for my girl to wake up, I fancy the gym today "
0,"@skybits Thanks! Link won't work on my 3yr old very-much-not-an-iPhone Phone though, sadly. Rationing last 20 pages of novel "
0,"had a bad night last night - practically nobody went out ! and today, it's still very sunny, but i'll be stuck behind a counter for 6hrs "
1,@DerekMassey That's gorgeous! I'm jealous! 
1,is watching rock of love reunion. what a bunch of crazy whores. and thats y i loved the show 
0,@jessisawesome http://twitpic.com/6sbl9 - D: What the fuck did you do? 
0,catching up on the office season 5. i've missed so much 
0,sore throat. 
0,@redeyechicago- Severe thunderstorm watch continues til 3. Tornado watch til 7 for NW Indiana and Lake Michigan. What a dismal update. 
0,@toyabanks  its not working on my phone....
1,@aostheller Fan Fiction is when a fan writes a story about themselves &amp; their idol. I'm reading a FF about DDub.  
0,"If you need me, I'll be in meetings all day  Feel free to send some love."
1,@angkoso how ramen has to do with breathing ? i know yoga does.. 
0,Sunday night... 
0,"sat here in ICT, really can't be bothered to work today "
1,@nicksohiogirl Goodnight!! sweet dreams 
1,"@aDeSe hehe yea re, i sleep at arnd 3 or so, its become a normal human being thingy right "
0,I'm on NO sleep...Long night...SMH...No Summer Jam for me either.  Sick of it...
1,is heading back a la casa. 
1,"@theboygeorge Yes indeed just heard him on youtube...Gotta say sounds a little like you, but not quite as special "
